CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
21479,,Foster,8/2/1953,M,,M,"$60,000.00 ",2,1,Bachelors,Management,1,0,8593 Reisling Court,,409-555-0152,10/22/2013,2-5 Miles,North America,68,1,359
21480,,Martin,9/6/1954,M,,M,"$40,000.00 ",2,1,High School,Professional,0,2,9896 White Dr,,988-555-0136,12/26/2013,2-5 Miles,North America,67,1,49
21481,,Diaz,11/6/1954,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,4810 Rahn Court,,733-555-0116,9/7/2013,10+ Miles,North America,67,1,614
21482,,Flores,4/7/1955,S,,F,"$60,000.00 ",2,1,Partial College,Professional,0,2,2473 San Rafael,,620-555-0164,9/29/2013,2-5 Miles,North America,66,1,542
21483,,Bailey,12/14/1954,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,2964 Holbrook Dr,,597-555-0122,10/16/2013,2-5 Miles,North America,67,1,637
21484,,Coleman,4/19/1971,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,3597 Pine St.,,971-555-0173,10/9/2013,2-5 Miles,North America,50,0,638
21485,,Clark,2/8/1971,M,,M,"$60,000.00 ",2,1,Partial College,Professional,0,2,7638 Diokmo Ct.,,154-555-0161,10/20/2013,2-5 Miles,North America,50,1,641
21486,,Gao,3/3/1955,S,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,3576 Court St.,,395-555-0171,9/29/2013,10+ Miles,North America,66,1,301
21487,,Ramirez,9/8/1954,S,,F,"$70,000.00 ",4,1,Partial College,Professional,1,2,2023 Flame Drive,,475-555-0142,1/16/2013,10+ Miles,North America,67,1,347
21488,,Henderson,4/1/1955,M,,F,"$70,000.00 ",4,1,Partial College,Professional,0,2,1093 Via Romero,,117-555-0152,1/12/2013,1-2 Miles,North America,66,1,359
21489,,Gutierrez,2/17/1956,M,,M,"$40,000.00 ",2,1,Partial High School,Skilled Manual,0,2,7225 Newell Ave.,,561-555-0128,9/8/2013,2-5 Miles,North America,65,1,49
21490,,Ward,5/5/1956,M,,M,"$40,000.00 ",2,1,Partial High School,Skilled Manual,1,2,594 Tosco Way,,158-555-0144,11/23/2013,10+ Miles,North America,65,1,50
21491,,Lewis,4/8/1961,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,7726 Driftwood Drive,,257-555-0199,10/13/2013,2-5 Miles,North America,60,0,623
21492,,Jai,4/21/1956,S,,M,"$60,000.00 ",2,1,Partial College,Professional,1,1,9192 High Maple Court,,359-555-0188,5/31/2013,10+ Miles,North America,65,1,314
21493,,Coleman,6/18/1956,S,,M,"$80,000.00 ",3,1,Bachelors,Management,1,1,8681 Orange Street,,227-555-0158,12/13/2013,5-10 Miles,North America,65,1,359
21494,,Gonzales,9/5/1962,S,,F,"$60,000.00 ",2,1,High School,Professional,1,2,5298 Green View Court,,534-555-0145,8/11/2013,10+ Miles,North America,59,1,54
21495,,Hughes,1/29/1957,M,,M,"$60,000.00 ",2,1,High School,Professional,1,2,8225 Hidden Oak Ct,,525-555-0165,12/28/2013,10+ Miles,North America,64,1,631
21496,,Rai,11/7/1962,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,1314 Westover Dr.,,224-555-0191,2/23/2013,10+ Miles,North America,59,1,300
21497,,Cox,1/11/1962,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,2344 Ridgeview Dr.,,762-555-0143,12/8/2013,10+ Miles,North America,59,1,307
21498,,Wilson,5/2/1962,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,638 Shangri-la Rd.,,510-555-0123,11/14/2013,10+ Miles,North America,59,1,312
21499,,Ramirez,4/22/1957,M,,F,"$70,000.00 ",4,2,Partial College,Professional,1,1,6492 Crossbow Way,,237-555-0166,11/3/2013,1-2 Miles,North America,64,1,358
21500,,Long,8/16/1957,M,,M,"$70,000.00 ",2,1,Partial High School,Skilled Manual,1,2,6199 G St.,,945-555-0189,2/18/2013,10+ Miles,North America,64,1,642
21501,,Foster,8/2/1957,S,,M,"$70,000.00 ",2,1,Partial High School,Skilled Manual,1,3,2866 Reisling Court,,741-555-0174,8/29/2012,10+ Miles,North America,64,0,59
21502,,Clark,11/22/1963,S,,F,"$60,000.00 ",2,1,High School,Professional,1,2,836 Donaleen Cr.,,148-555-0165,10/14/2013,10+ Miles,North America,58,1,326
21503,,Long,12/24/1957,M,,F,"$60,000.00 ",2,1,High School,Professional,1,2,4682 Deermeadow Way,,849-555-0127,11/20/2013,10+ Miles,North America,63,1,626
21504,,Torres,10/18/1957,M,,F,"$60,000.00 ",2,1,High School,Professional,1,2,6963 Grand View Avenue,,494-555-0164,10/16/2013,2-5 Miles,North America,64,1,611
21505,,Gonzalez,4/16/1968,S,,M,"$110,000.00 ",2,4,Partial College,Professional,1,3,"1035, boulevard du Montparnasse",,1 (11) 500 555-0135,11/30/2013,5-10 Miles,Europe,53,1,192
21506,,Gutierrez,10/19/1968,M,,M,"$130,000.00 ",3,4,Partial College,Professional,1,2,Auf den Kuhlen Straße 56,,1 (11) 500 555-0158,12/18/2013,5-10 Miles,Europe,53,1,173
21507,,Smith,7/15/1962,M,,M,"$150,000.00 ",1,3,Partial College,Professional,0,3,3586 Orchid Ct.,,1 (11) 500 555-0137,2/4/2013,5-10 Miles,Europe,59,1,231
21508,,Li,9/22/1961,M,,F,"$120,000.00 ",3,4,High School,Professional,1,4,1893 Cranberry Way,,1 (11) 500 555-0117,11/29/2012,5-10 Miles,Europe,60,1,229
21509,,Lopez,5/20/1961,M,,F,"$130,000.00 ",3,4,Partial College,Professional,1,3,891 Melinda Court,,1 (11) 500 555-0156,11/30/2012,5-10 Miles,Europe,60,1,247
21510,,Perry,6/18/1960,M,,F,"$80,000.00 ",3,2,Partial College,Professional,0,1,Wasserstr 63,,1 (11) 500 555-0163,4/2/2013,2-5 Miles,Europe,61,1,155
21511,,Sanders,2/2/1965,M,,M,"$80,000.00 ",4,2,Partial College,Professional,1,1,7948 Sony Hill Circle,,1 (11) 500 555-0120,7/16/2013,2-5 Miles,Europe,56,1,265
21512,,Russell,5/22/1960,M,,F,"$80,000.00 ",4,2,Partial College,Professional,0,1,2609 Amarillo,,1 (11) 500 555-0178,9/24/2013,2-5 Miles,Europe,61,1,231
21513,,Xu,10/24/1949,M,,F,"$70,000.00 ",5,1,High School,Professional,1,2,"55, avenue du Président-Kennedy",,1 (11) 500 555-0121,8/20/2013,10+ Miles,Europe,72,1,197
21514,,Zhu,9/8/1949,M,,F,"$110,000.00 ",3,4,Bachelors,Management,1,4,Auf den Kuhlen Straße 25,,1 (11) 500 555-0115,5/31/2013,10+ Miles,Europe,72,1,134
21515,,Yuan,8/13/1949,M,,F,"$130,000.00 ",3,4,Bachelors,Management,1,3,3402 Wawona Lane,,1 (11) 500 555-0125,6/6/2013,5-10 Miles,Europe,72,1,233
21516,,Serrano,10/10/1949,M,,M,"$130,000.00 ",3,4,Bachelors,Management,1,4,4161 Willow Lake Rd.,,1 (11) 500 555-0130,12/18/2012,5-10 Miles,Europe,72,1,246
21517,,Subram,4/16/1950,M,,M,"$170,000.00 ",3,4,Graduate Degree,Management,1,2,9067 Indigo Ct.,,1 (11) 500 555-0143,12/12/2012,0-1 Miles,Europe,71,1,257
21518,,Madan,5/18/1951,M,,M,"$70,000.00 ",5,1,High School,Professional,1,2,"59, boulevard Tremblay",,1 (11) 500 555-0167,7/20/2013,2-5 Miles,Europe,70,1,197
21519,,Becker,10/6/1950,S,,M,"$100,000.00 ",2,3,Bachelors,Management,1,4,Kampstr 2842,,1 (11) 500 555-0168,6/11/2013,10+ Miles,Europe,71,1,162
21520,,Baker,1/14/1951,M,,M,"$110,000.00 ",3,4,Bachelors,Management,1,4,9233 Pepper Way,,1 (11) 500 555-0193,10/31/2013,10+ Miles,Europe,70,1,238
21521,,Romero,8/8/1951,S,,F,"$80,000.00 ",5,0,Partial College,Professional,0,2,1144/118 rue Faubourg St Antoine,,1 (11) 500 555-0115,8/16/2013,2-5 Miles,Europe,70,1,187
21522,,Bryant,1/8/1952,S,,F,"$90,000.00 ",5,0,Partial College,Professional,0,2,"10, rue Philibert-Delorme",,1 (11) 500 555-0164,7/2/2013,10+ Miles,Europe,69,1,196
21523,,Green,2/18/1963,M,,M,"$120,000.00 ",4,5,Bachelors,Management,1,0,Altendorfer Straße 461,,1 (11) 500 555-0144,1/28/2014,5-10 Miles,Europe,58,1,175
21524,,Wood,8/11/1958,S,,F,"$80,000.00 ",4,2,Partial College,Professional,1,1,7591 Signal Court,,1 (11) 500 555-0189,1/28/2014,10+ Miles,Europe,63,1,265
21525,,Howard,2/10/1959,M,,F,"$80,000.00 ",4,2,Partial College,Professional,1,2,4858 Shannon Lane,,1 (11) 500 555-0161,2/16/2013,10+ Miles,Europe,62,1,241
21526,,Munoz,10/31/1975,S,,M,"$80,000.00 ",4,2,Partial College,Professional,1,2,Residenz Straße 423,,1 (11) 500 555-0115,8/22/2013,10+ Miles,Europe,46,1,172
21527,,Patel,3/20/1960,S,,M,"$90,000.00 ",4,2,High School,Professional,1,2,"77, rue du Puits Dixme",,1 (11) 500 555-0161,12/26/2013,10+ Miles,Europe,61,0,211
21528,,Moreno,11/3/1959,M,,M,"$130,000.00 ",3,4,Partial College,Professional,1,4,Zollstr 2,,1 (11) 500 555-0141,11/27/2013,0-1 Miles,Europe,62,1,151
21529,,Martinez,9/1/1958,S,,F,"$100,000.00 ",3,4,Bachelors,Management,1,3,"6, avenue de Norvege",,1 (11) 500 555-0180,11/24/2013,10+ Miles,Europe,63,1,183
21530,,Raman,1/31/1964,M,,F,"$100,000.00 ",3,4,Bachelors,Management,0,4,"501, rue Henri Gagnon",,1 (11) 500 555-0169,8/8/2013,2-5 Miles,Europe,57,1,182
21531,,Vance,8/10/1958,M,,F,"$100,000.00 ",3,4,Bachelors,Management,1,4,"33, place de la République",,1 (11) 500 555-0146,1/22/2014,10+ Miles,Europe,63,1,223
21532,,Turner,9/22/1958,M,,F,"$120,000.00 ",2,5,Bachelors,Management,0,2,Nonnendamm 4,,1 (11) 500 555-0159,12/23/2013,10+ Miles,Europe,63,1,175
21533,,Tang,12/18/1969,M,,M,"$130,000.00 ",0,5,Partial College,Professional,1,2,2014 Delta Road,,1 (11) 500 555-0174,7/4/2013,0-1 Miles,Europe,52,1,259
21534,,Rai,4/23/1963,S,,M,"$130,000.00 ",4,5,High School,Professional,0,3,8222 Northridge Road,,1 (11) 500 555-0127,11/28/2012,0-1 Miles,Europe,58,1,250
21535,,Sandberg,7/23/1962,S,,M,"$80,000.00 ",4,2,High School,Professional,1,2,"3, rue de l'Espace De Schengen",,1 (11) 500 555-0198,11/13/2013,10+ Miles,Europe,59,1,206
21536,,Rubio,8/18/1956,M,,M,"$90,000.00 ",4,1,High School,Professional,1,2,Buergermeister-ulrich-str 321,,1 (11) 500 555-0111,9/18/2013,10+ Miles,Europe,65,1,128
21537,,Navarro,12/5/1956,M,,F,"$90,000.00 ",4,1,High School,Professional,0,2,Hellweg 4924,,1 (11) 500 555-0146,12/9/2013,2-5 Miles,Europe,65,0,147
21538,,Luo,10/8/1955,M,,F,"$80,000.00 ",5,2,High School,Management,1,2,"52, rue Henri Gagnon",,1 (11) 500 555-0181,12/20/2013,5-10 Miles,Europe,66,1,220
21539,,Raman,9/19/1966,M,,M,"$100,000.00 ",3,4,Partial College,Management,1,4,"151, rue de la Centenaire",,1 (11) 500 555-0156,9/27/2013,10+ Miles,Europe,55,1,209
21540,,Rubio,8/17/1955,S,,M,"$150,000.00 ",4,5,Bachelors,Management,0,3,3177 Lincoln Drive,,1 (11) 500 555-0180,12/4/2012,0-1 Miles,Europe,66,0,255
21541,,Gutierrez,9/19/1966,M,,F,"$160,000.00 ",2,5,Partial College,Management,0,3,2076 Westover Dr,,1 (11) 500 555-0114,9/6/2013,10+ Miles,Europe,55,1,265
21542,,Vance,11/21/1954,M,,F,"$70,000.00 ",5,1,Partial High School,Skilled Manual,0,3,"7, place de Brazaville",,1 (11) 500 555-0158,12/8/2013,5-10 Miles,Europe,67,1,220
21543,,Romero,1/30/1960,M,,F,"$80,000.00 ",5,1,High School,Management,1,3,"8080, quai de l´ Iton",,1 (11) 500 555-0177,7/28/2013,10+ Miles,Europe,61,1,211
21544,,Moreno,4/19/1971,M,,M,"$150,000.00 ",4,5,High School,Management,1,4,3597 Pine St.,,1 (11) 500 555-0117,11/7/2013,10+ Miles,Europe,50,1,240
21545,,Schmidt,4/12/1955,M,,F,"$170,000.00 ",0,5,High School,Management,1,4,8827 Bidwell Street,,1 (11) 500 555-0136,12/17/2012,0-1 Miles,Europe,66,0,277
21546,,Garcia,11/22/1953,M,,M,"$90,000.00 ",4,1,Partial High School,Skilled Manual,1,4,Nonnendamm 36,,1 (11) 500 555-0116,9/30/2013,10+ Miles,Europe,68,1,155
21547,,Raje,5/6/1970,S,,M,"$120,000.00 ",4,5,High School,Management,1,3,2585 San Vincente Drive,,1 (11) 500 555-0187,8/30/2013,10+ Miles,Europe,51,1,238
21548,,Chander,8/30/1959,M,,F,"$130,000.00 ",5,5,High School,Management,1,4,5994 El Capitan,,1 (11) 500 555-0115,9/19/2013,10+ Miles,Europe,62,1,254
21549,,Ruiz,9/16/1963,S,,M,"$100,000.00 ",3,4,High School,Management,1,4,Parkstr 4851,,1 (11) 500 555-0117,3/4/2013,10+ Miles,Europe,58,1,126
21550,,Deng,8/22/1958,M,,F,"$100,000.00 ",3,4,High School,Management,0,4,Am Karlshof 68,,1 (11) 500 555-0119,8/9/2013,5-10 Miles,Europe,63,1,163
21551,,Butler,2/16/1981,S,,M,"$60,000.00 ",0,0,Bachelors,Professional,0,3,8001 Roosevelt Avenue,,1 (11) 500 555-0114,8/2/2013,2-5 Miles,Pacific,40,1,39
21552,,Alvarez,5/18/1981,M,,M,"$80,000.00 ",0,0,Bachelors,Professional,0,3,5287 Race Road,,1 (11) 500 555-0176,2/10/2012,10+ Miles,Pacific,40,0,20
21553,,Suri,4/15/1981,M,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,2,3840 Gold Crest Ct,,1 (11) 500 555-0133,2/28/2012,10+ Miles,Pacific,40,1,27
21554,,Rana,1/21/1979,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,0,3,8970 Kahrs Avenue,,1 (11) 500 555-0193,8/25/2013,10+ Miles,Pacific,42,1,4
21555,,Madan,9/6/1979,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,2,1355 Sequoia Drive,,1 (11) 500 555-0171,2/20/2012,10+ Miles,Pacific,42,1,35
21556,,Serrano,11/24/1979,S,,F,"$90,000.00 ",0,0,Bachelors,Professional,0,3,9687 Maywood Ln.,,1 (11) 500 555-0133,2/4/2012,10+ Miles,Pacific,42,1,15
21557,,Lal,10/14/1979,S,,F,"$110,000.00 ",0,5,Partial College,Management,1,3,591 Merriewood Drive,,1 (11) 500 555-0160,2/27/2012,10+ Miles,Pacific,42,0,6
21558,,Coleman,12/20/1984,S,,F,"$100,000.00 ",0,5,High School,Management,1,2,1955 Wallace Dr.,,1 (11) 500 555-0165,2/22/2012,10+ Miles,Pacific,37,1,4
21559,,Malhotra,10/5/1978,M,,M,"$100,000.00 ",0,5,High School,Management,0,2,2725 Deerwood Court,,1 (11) 500 555-0175,2/17/2012,10+ Miles,Pacific,43,1,26
21560,,Lopez,3/12/1979,M,,M,"$120,000.00 ",0,5,Partial High School,Professional,1,4,946 Hanson Lane,,1 (11) 500 555-0193,2/19/2012,10+ Miles,Pacific,42,1,35
21561,,Navarro,11/17/1977,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,0,3,7514 Woodcrest Dr.,,1 (11) 500 555-0190,1/30/2012,10+ Miles,Pacific,44,1,8
21562,,Jai,10/16/1983,S,,M,"$100,000.00 ",0,5,High School,Management,1,3,9976 Manila Avenue,,1 (11) 500 555-0171,3/21/2012,10+ Miles,Pacific,38,1,3
21563,,Mehta,6/23/1977,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,1,4,9218 Gold Crest Ct.,,1 (11) 500 555-0132,3/1/2013,10+ Miles,Pacific,44,1,24
21564,,Liu,1/28/1977,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,1,4,3691 Macaroon Drive,,1 (11) 500 555-0112,5/10/2013,10+ Miles,Pacific,44,1,27
21565,,Shan,11/8/1983,M,,F,"$110,000.00 ",0,5,High School,Management,1,3,4948 Muy Verde,#52,1 (11) 500 555-0143,2/17/2013,10+ Miles,Pacific,38,1,21
21566,,Garcia,7/14/1977,M,,M,"$110,000.00 ",0,5,High School,Management,1,3,4330 Reliz Valley Road,,1 (11) 500 555-0121,2/24/2013,10+ Miles,Pacific,44,1,22
21567,,Sanchez,7/9/1982,M,,F,"$100,000.00 ",0,5,High School,Management,0,3,9956 La Salle St.,,1 (11) 500 555-0110,3/10/2012,10+ Miles,Pacific,39,1,18
21568,,Hernandez,5/20/1977,M,,F,"$100,000.00 ",0,5,High School,Management,1,4,5621 Arcadia Pl.,,1 (11) 500 555-0149,3/3/2012,10+ Miles,Pacific,44,1,23
21569,,Rai,9/10/1981,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,4,6185 Hearturou Court,,1 (11) 500 555-0110,3/24/2012,10+ Miles,Pacific,40,1,5
21570,,Kovár,12/30/1975,M,,M,"$100,000.00 ",0,5,High School,Management,1,4,2374 Turning Way,,1 (11) 500 555-0133,3/16/2012,10+ Miles,Pacific,45,1,11
21571,,Yang,10/23/1975,M,,M,"$110,000.00 ",0,5,High School,Management,1,4,1490 Marina Pkwy.,,1 (11) 500 555-0125,3/12/2012,10+ Miles,Pacific,46,0,8
21572,,Ramos,4/23/1982,M,,M,"$130,000.00 ",0,5,Bachelors,Management,1,4,5691 Lexington Road,,1 (11) 500 555-0179,3/7/2012,0-1 Miles,Pacific,39,1,7
21573,,Munoz,1/31/1975,S,,M,"$130,000.00 ",0,5,Bachelors,Management,1,4,3111 First Ave.,,1 (11) 500 555-0114,8/9/2013,0-1 Miles,Pacific,46,1,14
21574,,Lewis,1/15/1970,M,,M,"$100,000.00 ",5,2,Partial College,Professional,1,1,3893 San Francisco,,226-555-0167,2/12/2013,0-1 Miles,North America,51,1,638
21575,,Foster,2/12/1962,M,,M,"$80,000.00 ",3,0,Partial College,Professional,0,2,9123 Springfield Drive,,497-555-0196,12/30/2012,2-5 Miles,North America,59,1,322
21576,,Gonzales,4/11/1962,M,,M,"$80,000.00 ",3,0,Partial College,Professional,0,2,2639 Parkview Court,,834-555-0135,1/25/2013,2-5 Miles,North America,59,1,546
21577,,Ma,9/8/1939,M,,F,"$50,000.00 ",2,0,Graduate Degree,Management,1,2,5444 Bellord Ct.,,865-555-0197,12/3/2013,5-10 Miles,North America,82,1,49
21578,,Green,10/15/1950,M,,M,"$60,000.00 ",2,0,Graduate Degree,Management,1,2,9514 Plymouth Dr.,,590-555-0171,8/26/2013,5-10 Miles,North America,71,1,642
21579,,Jackson,5/3/1940,M,,M,"$60,000.00 ",2,0,Graduate Degree,Management,1,2,2947 Vine Lane,,972-555-0149,6/3/2013,5-10 Miles,North America,81,1,553
21580,,Ward,6/26/1969,S,,F,"$80,000.00 ",4,3,Partial College,Professional,1,2,6246 Hermosa,,403-555-0156,6/11/2013,2-5 Miles,North America,52,1,52
21581,,Russell,1/10/1969,M,,F,"$80,000.00 ",4,3,Partial College,Professional,1,2,9178 Thornhill Place,,823-555-0111,2/6/2013,0-1 Miles,North America,52,1,71
21582,,Roberts,3/10/1983,M,,F,"$50,000.00 ",1,1,Graduate Degree,Skilled Manual,1,0,9665 Geneva Ave.,,597-555-0197,10/7/2012,0-1 Miles,North America,38,1,49
21583,,Lal,10/3/1977,M,,F,"$50,000.00 ",1,1,Bachelors,Skilled Manual,1,0,5514 Chilpancingo,,804-555-0142,10/16/2013,0-1 Miles,North America,44,1,653
21584,,Bryant,8/2/1977,M,,M,"$50,000.00 ",1,1,Bachelors,Skilled Manual,1,0,3519 Woodruff Lane,,966-555-0153,10/7/2013,2-5 Miles,North America,44,1,616
21585,,Gray,12/16/1977,M,,F,"$50,000.00 ",1,1,Bachelors,Skilled Manual,1,0,4396 Santa Maria Ct,,534-555-0159,10/26/2013,2-5 Miles,North America,44,1,543
21586,,Foster,1/3/1978,M,,F,"$60,000.00 ",1,0,Graduate Degree,Skilled Manual,1,0,1206 Limewood Place,,886-555-0126,10/23/2013,2-5 Miles,North America,43,0,552
21587,,Roberts,5/25/1983,M,,F,"$60,000.00 ",1,0,Graduate Degree,Skilled Manual,1,0,4112 N. 8th Street,,886-555-0124,10/28/2013,2-5 Miles,North America,38,1,298
21588,,Martin,8/2/1977,M,,M,"$60,000.00 ",1,0,Graduate Degree,Skilled Manual,1,0,3519 Woodruff Lane,,413-555-0122,11/10/2013,2-5 Miles,North America,44,0,301
21589,,Coleman,9/12/1975,M,,F,"$50,000.00 ",1,1,Bachelors,Skilled Manual,1,0,3525 E. Watson Court,,663-555-0181,9/29/2012,2-5 Miles,North America,46,0,60
21590,,Gonzales,5/6/1976,M,,F,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,0,4734 Sycamore Court,,294-555-0113,11/10/2013,2-5 Miles,North America,45,1,609
21591,,Goel,3/25/1976,M,,M,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,1,9754 Hilltop Dr,,184-555-0142,12/22/2013,0-1 Miles,North America,45,1,310
21592,,Reed,9/18/1975,M,,F,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,1,9206 Listing Ct.,Unit F,972-555-0157,10/27/2013,0-1 Miles,North America,46,1,623
21593,,Roberts,5/1/1975,S,,M,"$50,000.00 ",2,2,Bachelors,Skilled Manual,0,0,4587 Sunset Meadows,,171-555-0165,11/6/2013,0-1 Miles,North America,46,1,301
21594,,Moore,8/16/1985,M,,F,"$50,000.00 ",2,2,Bachelors,Skilled Manual,1,0,2545 Crowe Place,,590-555-0112,11/6/2013,0-1 Miles,North America,36,1,322
21595,,Ward,10/19/1982,M,,M,"$60,000.00 ",1,0,Graduate Degree,Professional,1,0,4749 Blackwood Drive,,112-555-0119,10/1/2012,2-5 Miles,North America,39,1,54
21596,,Wright,1/30/1977,M,,M,"$60,000.00 ",1,0,Graduate Degree,Professional,1,0,2710 Saddlehill Lane,,145-555-0162,11/21/2013,0-1 Miles,North America,44,1,553
21597,,Jones,1/30/1982,M,,M,"$70,000.00 ",3,0,Graduate Degree,Professional,1,0,9642 East L Street,,993-555-0143,1/19/2013,0-1 Miles,North America,39,1,312
21598,,Perez,10/10/1980,M,,F,"$60,000.00 ",1,0,Graduate Degree,Professional,1,0,7275 Andrea Lane,,531-555-0161,11/14/2013,0-1 Miles,North America,41,0,648
21599,,Lopez,12/8/1980,M,,F,"$60,000.00 ",1,0,Graduate Degree,Professional,1,0,7846 Alexander Pl.,,293-555-0155,11/5/2013,2-5 Miles,North America,41,0,548
21600,,Bell,11/24/1973,M,,F,"$70,000.00 ",2,2,Bachelors,Skilled Manual,1,0,5955 Colfax Street,,172-555-0127,12/31/2012,2-5 Miles,North America,48,1,368
21601,,Bell,2/16/1979,M,,F,"$70,000.00 ",2,2,Bachelors,Skilled Manual,1,0,2578 South Creek Drive,,756-555-0168,2/20/2013,2-5 Miles,North America,42,1,360
21602,,Malhotra,6/24/1974,M,,M,"$70,000.00 ",2,2,Bachelors,Skilled Manual,1,1,5720 A St.,,964-555-0110,2/5/2013,2-5 Miles,North America,47,1,612
21603,,Barnes,12/18/1973,M,,M,"$70,000.00 ",2,2,Bachelors,Skilled Manual,1,1,6965 Lindsey Court,,838-555-0195,2/3/2013,0-1 Miles,North America,48,1,609
21604,,Howard,11/14/1972,S,,F,"$40,000.00 ",0,0,Bachelors,Professional,0,1,7136 Almond Drive,,771-555-0195,11/14/2013,2-5 Miles,North America,49,1,315
21605,,Ye,8/25/1975,M,,F,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,3796 Peachwillow,,148-555-0174,11/4/2013,0-1 Miles,North America,46,0,612
21606,,Roberts,4/7/1981,M,,M,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,6816 Piedra Dr.,,377-555-0127,11/6/2013,0-1 Miles,North America,40,1,614
21607,,Torres,10/10/1975,M,,M,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,6492 Palms Dr.,,697-555-0138,11/12/2013,2-5 Miles,North America,46,0,614
21608,,Griffin,12/2/1981,M,,M,"$70,000.00 ",3,0,Graduate Degree,Professional,1,0,8869 C Olivera Rd,,954-555-0144,2/22/2013,2-5 Miles,North America,40,1,634
21609,,Blanco,1/5/1976,S,,F,"$70,000.00 ",4,0,Graduate Degree,Professional,1,0,6693 Ryan Rd,,377-555-0154,2/4/2013,2-5 Miles,North America,45,1,307
21610,,Edwards,2/16/1981,M,,M,"$70,000.00 ",4,0,Graduate Degree,Professional,1,0,4122 Ruth Drive,,139-555-0181,2/27/2013,2-5 Miles,North America,40,0,322
21611,,Wilson,9/15/1975,M,,M,"$80,000.00 ",2,0,Graduate Degree,Professional,1,0,452 Rain Drop Circle,,920-555-0156,2/24/2013,0-1 Miles,North America,46,1,385
21612,,Foster,12/21/1972,S,,M,"$40,000.00 ",0,0,Bachelors,Professional,0,1,1750 Morengo Ct.,,775-555-0190,7/15/2013,0-1 Miles,North America,48,1,548
21613,,Powell,10/15/1972,S,,M,"$50,000.00 ",2,2,Bachelors,Skilled Manual,0,1,5528 Ringing Court,,711-555-0115,10/17/2012,0-1 Miles,North America,49,1,57
21614,,Thomas,2/13/1973,M,,M,"$50,000.00 ",2,2,Bachelors,Skilled Manual,1,1,1277 Live Oak Avenue,,181-555-0115,11/18/2012,0-1 Miles,North America,48,0,49
21615,,Torres,11/15/1972,S,,F,"$50,000.00 ",2,2,Bachelors,Skilled Manual,0,1,7095 Thames Drive,,630-555-0162,11/4/2013,0-1 Miles,North America,49,1,311
21616,,Wood,5/5/1972,M,,M,"$60,000.00 ",0,0,Graduate Degree,Professional,1,0,9790 Berrellesa St.,,847-555-0167,4/17/2013,2-5 Miles,North America,49,1,612
21617,,Miller,8/23/1982,S,,F,"$60,000.00 ",0,0,Graduate Degree,Professional,0,0,2028 Mendocino Drive,,414-555-0153,1/20/2014,0-1 Miles,North America,39,1,539
21618,,Carter,8/16/1977,M,,M,"$70,000.00 ",4,0,Graduate Degree,Professional,1,0,6262 Pine Tree Dr.,,861-555-0126,11/7/2012,2-5 Miles,North America,44,1,54
21619,,Patterson,10/17/1971,S,,F,"$70,000.00 ",4,0,Graduate Degree,Professional,1,0,3477 Mt. Washington Way,,435-555-0136,2/17/2013,2-5 Miles,North America,50,1,385
21620,,Brooks,1/30/1986,M,,F,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,8535 Meadowbrook Court,,127-555-0131,10/28/2012,0-1 Miles,North America,35,1,50
21621,,Parker,1/31/1980,M,,M,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,2454 Clayton Way,,783-555-0193,11/20/2012,2-5 Miles,North America,41,1,54
21622,,Winston,11/15/1974,M,,M,"$60,000.00 ",2,0,Graduate Degree,Professional,1,0,1047 Las Quebradas Lane,,369-555-0123,11/3/2012,2-5 Miles,North America,47,1,59
21623,,Diaz,11/20/1974,M,,M,"$70,000.00 ",5,5,Graduate Degree,Professional,1,2,1387 Dias Circle,,964-555-0153,12/17/2013,2-5 Miles,North America,47,1,632
